date_time,matchday,home_team,home_score,guest_score,guest_team,season
2016-09-09T20:30:00,2,FC Schalke 04,0,0,FC Bayern München,2016
2016-09-10T15:30:00,2,Bayer Leverkusen,0,0,Hamburger SV,2016
2016-09-10T15:30:00,2,VfL Wolfsburg,0,0,1. FC Köln,2016
2016-09-10T15:30:00,2,FC Ingolstadt 04,0,1,Hertha BSC,2016
2016-09-10T15:30:00,2,SV Darmstadt 98,0,0,Eintracht Frankfurt,2016
2016-09-10T15:30:00,2,SC Freiburg,0,1,Borussia Mönchengladbach,2016
2016-09-10T18:30:00,2,RB Leipzig,0,0,BV Borussia Dortmund 09,2016
2016-09-11T15:30:00,2,Werder Bremen,1,0,FC Augsburg,2016
2016-09-11T17:30:00,2,1. FSV Mainz 05,4,1,TSG 1899 Hoffenheim,2016
2016-09-16T20:30:00,3,1. FC Köln,3,0,SC Freiburg,2016
2016-09-17T15:30:00,3,FC Bayern München,1,1,FC Ingolstadt 04,2016
2016-09-17T15:30:00,3,BV Borussia Dortmund 09,1,0,SV Darmstadt 98,2016
2016-09-17T15:30:00,3,Hamburger SV,0,0,RB Leipzig,2016
2016-09-17T15:30:00,3,TSG 1899 Hoffenheim,0,0,VfL Wolfsburg,2016
2016-09-17T15:30:00,3,Eintracht Frankfurt,0,0,Bayer Leverkusen,2016
2016-09-17T18:30:00,3,Borussia Mönchengladbach,4,0,Werder Bremen,2016
2016-09-18T15:30:00,3,FC Augsburg,0,1,1. FSV Mainz 05,2016
2016-09-18T17:30:00,3,Hertha BSC,0,0,FC Schalke 04,2016
2016-09-20T20:00:00,4,VfL Wolfsburg,0,2,BV Borussia Dortmund 09,2016
2016-09-20T20:00:00,4,FC Ingolstadt 04,0,1,Eintracht Frankfurt,2016
2016-09-20T20:00:00,4,SV Darmstadt 98,0,0,TSG 1899 Hoffenheim,2016
2016-09-20T20:00:00,4,SC Freiburg,0,0,Hamburger SV,2016
2016-09-21T20:00:00,4,FC Bayern München,1,0,Hertha BSC,2016
2016-09-21T20:00:00,4,Bayer Leverkusen,0,0,FC Augsburg,2016
2016-09-21T20:00:00,4,FC Schalke 04,1,1,1. FC Köln,2016
2016-09-21T20:00:00,4,Werder Bremen,1,0,1. FSV Mainz 05,2016
2016-09-21T20:00:00,4,RB Leipzig,1,0,Borussia Mönchengladbach,2016
2016-09-23T20:30:00,5,BV Borussia Dortmund 09,1,0,SC Freiburg,2016
2016-09-24T15:30:00,5,Borussia Mönchengladbach,1,0,FC Ingolstadt 04,2016
2016-09-24T15:30:00,5,1. FSV Mainz 05,2,1,Bayer Leverkusen,2016
2016-09-24T15:30:00,5,Hamburger SV,0,0,FC Bayern München,2016
2016-09-24T15:30:00,5,FC Augsburg,0,0,SV Darmstadt 98,2016
2016-09-24T15:30:00,5,Eintracht Frankfurt,2,1,Hertha BSC,2016
2016-09-24T18:30:00,5,Werder Bremen,0,0,VfL Wolfsburg,2016
2016-09-25T15:30:00,5,TSG 1899 Hoffenheim,2,1,FC Schalke 04,2016
2016-09-25T17:30:00,5,1. FC Köln,1,1,RB Leipzig,2016
2016-09-30T20:30:00,6,RB Leipzig,1,1,FC Augsburg,2016
2016-10-01T15:30:00,6,FC Bayern München,1,0,1. FC Köln,2016
2016-10-01T15:30:00,6,Hertha BSC,1,0,Hamburger SV,2016
2016-10-01T15:30:00,6,FC Ingolstadt 04,0,2,TSG 1899 Hoffenheim,2016
2016-10-01T15:30:00,6,SV Darmstadt 98,1,0,Werder Bremen,2016
2016-10-01T15:30:00,6,SC Freiburg,1,0,Eintracht Frankfurt,2016
2016-10-01T18:30:00,6,Bayer Leverkusen,1,0,BV Borussia Dortmund 09,2016
2016-10-02T15:30:00,6,VfL Wolfsburg,0,0,1. FSV Mainz 05,2016
2016-10-02T17:30:00,6,FC Schalke 04,0,0,Borussia Mönchengladbach,2016
2016-10-14T20:30:00,7,BV Borussia Dortmund 09,0,0,Hertha BSC,2016
2016-10-15T15:30:00,7,Borussia Mönchengladbach,0,0,Hamburger SV,2016
2016-10-15T15:30:00,7,1. FC Köln,2,0,FC Ingolstadt 04,2016
2016-10-15T15:30:00,7,FC Augsburg,0,0,FC Schalke 04,2016
2016-10-15T15:30:00,7,TSG 1899 Hoffenheim,1,0,SC Freiburg,2016
2016-10-15T15:30:00,7,Eintracht Frankfurt,1,1,FC Bayern München,2016
2016-10-15T18:30:00,7,Werder Bremen,1,1,Bayer Leverkusen,2016
2016-10-16T15:30:00,7,1. FSV Mainz 05,1,0,SV Darmstadt 98,2016
2016-10-16T17:30:00,7,VfL Wolfsburg,0,0,RB Leipzig,2016
2016-10-21T20:30:00,8,Hamburger SV,0,1,Eintracht Frankfurt,2016
2016-10-22T15:30:00,8,Bayer Leverkusen,0,1,TSG 1899 Hoffenheim,2016
2016-10-22T15:30:00,8,Hertha BSC,1,0,1. FC Köln,2016
2016-10-22T15:30:00,8,FC Ingolstadt 04,2,0,BV Borussia Dortmund 09,2016
2016-10-22T15:30:00,8,SV Darmstadt 98,1,0,VfL Wolfsburg,2016
2016-10-22T15:30:00,8,SC Freiburg,0,0,FC Augsburg,2016
2016-10-22T18:30:00,8,FC Bayern München,2,0,Borussia Mönchengladbach,2016
2016-10-23T15:30:00,8,RB Leipzig,1,0,Werder Bremen,2016
2016-10-23T17:30:00,8,FC Schalke 04,1,0,1. FSV Mainz 05,2016
2016-10-28T20:30:00,9,Borussia Mönchengladbach,0,0,Eintracht Frankfurt,2016
2016-10-29T15:30:00,9,1. FSV Mainz 05,0,0,FC Ingolstadt 04,2016
2016-10-29T15:30:00,9,VfL Wolfsburg,1,0,Bayer Leverkusen,2016
2016-10-29T15:30:00,9,FC Augsburg,0,2,FC Bayern München,2016
2016-10-29T15:30:00,9,Werder Bremen,0,2,SC Freiburg,2016
2016-10-29T15:30:00,9,SV Darmstadt 98,0,0,RB Leipzig,2016
2016-10-29T18:30:00,9,BV Borussia Dortmund 09,0,0,FC Schalke 04,2016
2016-10-30T15:30:00,9,TSG 1899 Hoffenheim,1,0,Hertha BSC,2016
2016-10-30T17:30:00,9,1. FC Köln,0,0,Hamburger SV,2016
2016-11-04T20:30:00,10,Hertha BSC,2,0,Borussia Mönchengladbach,2016
2016-11-05T15:30:00,10,FC Bayern München,1,1,TSG 1899 Hoffenheim,2016
2016-11-05T15:30:00,10,Bayer Leverkusen,1,0,SV Darmstadt 98,2016
2016-11-05T15:30:00,10,Hamburger SV,0,3,BV Borussia Dortmund 09,2016
2016-11-05T15:30:00,10,FC Ingolstadt 04,0,0,FC Augsburg,2016
2016-11-05T15:30:00,10,SC Freiburg,0,1,VfL Wolfsburg,2016
2016-11-05T18:30:00,10,Eintracht Frankfurt,1,0,1. FC Köln,2016
2016-11-06T15:30:00,10,RB Leipzig,3,0,1. FSV Mainz 05,2016
2016-11-06T17:30:00,10,FC Schalke 04,2,1,Werder Bremen,2016
2016-11-18T20:30:00,11,Bayer Leverkusen,2,1,RB Leipzig,2016
2016-11-19T15:30:00,11,Borussia Mönchengladbach,1,0,1. FC Köln,2016
2016-11-19T15:30:00,11,1. FSV Mainz 05,2,0,SC Freiburg,2016
2016-11-19T15:30:00,11,VfL Wolfsburg,0,0,FC Schalke 04,2016
2016-11-19T15:30:00,11,FC Augsburg,0,0,Hertha BSC,2016
2016-11-19T15:30:00,11,SV Darmstadt 98,0,0,FC Ingolstadt 04,2016
2016-11-19T18:30:00,11,BV Borussia Dortmund 09,1,0,FC Bayern München,2016
2016-11-20T15:30:00,11,TSG 1899 Hoffenheim,1,1,Hamburger SV,2016
2016-11-20T17:30:00,11,Werder Bremen,1,0,Eintracht Frankfurt,2016
2016-11-25T20:30:00,12,SC Freiburg,1,3,RB Leipzig,2016
2016-11-26T15:30:00,12,Borussia Mönchengladbach,1,0,TSG 1899 Hoffenheim,2016
2016-11-26T15:30:00,12,1. FC Köln,0,0,FC Augsburg,2016
2016-11-26T15:30:00,12,Hamburger SV,2,2,Werder Bremen,2016
2016-11-26T15:30:00,12,FC Ingolstadt 04,1,0,VfL Wolfsburg,2016
2016-11-26T15:30:00,12,Eintracht Frankfurt,0,0,BV Borussia Dortmund 09,2016
2016-11-26T18:30:00,12,FC Bayern München,1,1,Bayer Leverkusen,2016
2016-11-27T15:30:00,12,FC Schalke 04,1,1,SV Darmstadt 98,2016
2016-11-27T17:30:00,12,Hertha BSC,1,1,1. FSV Mainz 05,2016
2016-12-02T20:30:00,13,1. FSV Mainz 05,1,2,FC Bayern München,2016
2016-12-03T15:30:00,13,BV Borussia Dortmund 09,2,1,Borussia Mönchengladbach,2016
2016-12-03T15:30:00,13,Bayer Leverkusen,0,1,SC Freiburg,2016
2016-12-03T15:30:00,13,VfL Wolfsburg,2,1,Hertha BSC,2016
2016-12-03T15:30:00,13,Werder Bremen,1,0,FC Ingolstadt 04,2016
2016-12-03T15:30:00,13,TSG 1899 Hoffenheim,2,0,1. FC Köln,2016
2016-12-03T18:30:00,13,RB Leipzig,1,1,FC Schalke 04,2016
2016-12-04T15:30:00,13,SV Darmstadt 98,0,1,Hamburger SV,2016
2016-12-04T17:30:00,13,FC Augsburg,1,1,Eintracht Frankfurt,2016
2016-12-09T20:30:00,14,Eintracht Frankfurt,0,0,TSG 1899 Hoffenheim,2016
2016-12-10T15:30:00,14,FC Bayern München,2,0,VfL Wolfsburg,2016
2016-12-10T15:30:00,14,1. FC Köln,1,0,BV Borussia Dortmund 09,2016
2016-12-10T15:30:00,14,Hamburger SV,0,0,FC Augsburg,2016
2016-12-10T15:30:00,14,FC Ingolstadt 04,1,0,RB Leipzig,2016
2016-12-10T15:30:00,14,SC Freiburg,0,0,SV Darmstadt 98,2016
2016-12-10T18:30:00,14,Hertha BSC,0,1,Werder Bremen,2016
2016-12-11T15:30:00,14,Borussia Mönchengladbach,0,0,1. FSV Mainz 05,2016
2016-12-11T17:30:00,14,FC Schalke 04,0,0,Bayer Leverkusen,2016
2016-12-16T20:30:00,15,TSG 1899 Hoffenheim,2,1,BV Borussia Dortmund 09,2016
2016-12-17T15:30:00,15,FC Schalke 04,0,0,SC Freiburg,2016
2016-12-17T15:30:00,15,1. FSV Mainz 05,1,1,Hamburger SV,2016
2016-12-17T15:30:00,15,FC Augsburg,0,0,Borussia Mönchengladbach,2016
2016-12-17T15:30:00,15,Werder Bremen,1,1,1. FC Köln,2016
2016-12-17T15:30:00,15,RB Leipzig,1,0,Hertha BSC,2016
2016-12-17T18:30:00,15,VfL Wolfsburg,1,0,Eintracht Frankfurt,2016
2016-12-18T15:30:00,15,SV Darmstadt 98,0,0,FC Bayern München,2016
2016-12-18T17:30:00,15,Bayer Leverkusen,0,1,FC Ingolstadt 04,2016
2016-12-20T20:00:00,16,BV Borussia Dortmund 09,0,1,FC Augsburg,2016
2016-12-20T20:00:00,16,Borussia Mönchengladbach,0,1,VfL Wolfsburg,2016
2016-12-20T20:00:00,16,Hamburger SV,0,0,FC Schalke 04,2016
2016-12-20T20:00:00,16,Eintracht Frankfurt,1,0,1. FSV Mainz 05,2016
2016-12-21T20:00:00,16,FC Bayern München,3,0,RB Leipzig,2016
2016-12-21T20:00:00,16,Hertha BSC,0,0,SV Darmstadt 98,2016
2016-12-21T20:00:00,16,1. FC Köln,1,1,Bayer Leverkusen,2016
2016-12-21T20:00:00,16,FC Ingolstadt 04,0,2,SC Freiburg,2016
2016-12-21T20:00:00,16,TSG 1899 Hoffenheim,1,0,Werder Bremen,2016
2017-01-20T20:30:00,17,SC Freiburg,1,1,FC Bayern München,2016
2017-01-21T15:30:00,17,FC Schalke 04,0,0,FC Ingolstadt 04,2016
2017-01-21T15:30:00,17,VfL Wolfsburg,0,0,Hamburger SV,2016
2017-01-21T15:30:00,17,FC Augsburg,0,0,TSG 1899 Hoffenheim,2016
2017-01-21T15:30:00,17,Werder Bremen,0,1,BV Borussia Dortmund 09,2016
2017-01-21T15:30:00,17,SV Darmstadt 98,0,0,Borussia Mönchengladbach,2016
2017-01-21T18:30:00,17,RB Leipzig,2,0,Eintracht Frankfurt,2016
2017-01-22T15:30:00,17,Bayer Leverkusen,2,1,Hertha BSC,2016
2017-01-22T17:30:00,17,1. FSV Mainz 05,0,0,1. FC Köln,2016
2017-01-27T20:30:00,18,FC Schalke 04,0,1,Eintracht Frankfurt,2016
2017-01-28T15:30:00,18,Werder Bremen,0,2,FC Bayern München,2016
2017-01-28T15:30:00,18,SV Darmstadt 98,0,3,1. FC Köln,2016
2017-01-28T15:30:00,18,FC Ingolstadt 04,2,0,Hamburger SV,2016
2017-01-28T15:30:00,18,VfL Wolfsburg,1,1,FC Augsburg,2016
2017-01-28T15:30:00,18,RB Leipzig,1,1,TSG 1899 Hoffenheim,2016
2017-01-28T18:30:00,18,Bayer Leverkusen,2,0,Borussia Mönchengladbach,2016
2017-01-29T15:30:00,18,SC Freiburg,1,0,Hertha BSC,2016
2017-01-29T17:30:00,18,1. FSV Mainz 05,0,1,BV Borussia Dortmund 09,2016
2017-02-03T20:30:00,19,Hamburger SV,0,0,Bayer Leverkusen,2016
2017-02-04T15:30:00,19,Borussia Mönchengladbach,0,0,SC Freiburg,2016
2017-02-04T15:30:00,19,FC Bayern München,1,1,FC Schalke 04,2016
2017-02-04T15:30:00,19,TSG 1899 Hoffenheim,1,0,1. FSV Mainz 05,2016
2017-02-04T15:30:00,19,1. FC Köln,0,0,VfL Wolfsburg,2016
2017-02-04T15:30:00,19,Hertha BSC,1,0,FC Ingolstadt 04,2016
2017-02-04T18:30:00,19,BV Borussia Dortmund 09,1,0,RB Leipzig,2016
2017-02-05T15:30:00,19,FC Augsburg,1,1,Werder Bremen,2016
2017-02-05T17:30:00,19,Eintracht Frankfurt,0,0,SV Darmstadt 98,2016
2017-02-10T20:30:00,20,1. FSV Mainz 05,1,0,FC Augsburg,2016
2017-02-11T15:30:00,20,FC Ingolstadt 04,0,0,FC Bayern München,2016
2017-02-11T15:30:00,20,Bayer Leverkusen,1,0,Eintracht Frankfurt,2016
2017-02-11T15:30:00,20,SV Darmstadt 98,1,1,BV Borussia Dortmund 09,2016
2017-02-11T15:30:00,20,Werder Bremen,0,1,Borussia Mönchengladbach,2016
2017-02-11T15:30:00,20,RB Leipzig,0,2,Hamburger SV,2016
2017-02-11T18:30:00,20,FC Schalke 04,1,0,Hertha BSC,2016
2017-02-12T15:30:00,20,VfL Wolfsburg,0,1,TSG 1899 Hoffenheim,2016
2017-02-12T17:30:00,20,SC Freiburg,1,1,1. FC Köln,2016
2017-02-17T20:30:00,21,FC Augsburg,0,2,Bayer Leverkusen,2016
2017-02-18T15:30:00,21,1. FSV Mainz 05,0,2,Werder Bremen,2016
2017-02-18T15:30:00,21,TSG 1899 Hoffenheim,0,0,SV Darmstadt 98,2016
2017-02-18T15:30:00,21,Hertha BSC,1,0,FC Bayern München,2016
2017-02-18T15:30:00,21,BV Borussia Dortmund 09,1,0,VfL Wolfsburg,2016
2017-02-18T15:30:00,21,Eintracht Frankfurt,0,1,FC Ingolstadt 04,2016
2017-02-18T18:30:00,21,Hamburger SV,1,1,SC Freiburg,2016
2017-02-19T15:30:00,21,Borussia Mönchengladbach,0,1,RB Leipzig,2016
2017-02-19T17:30:00,21,1. FC Köln,1,1,FC Schalke 04,2016
2017-02-24T20:30:00,22,VfL Wolfsburg,1,2,Werder Bremen,2016
2017-02-25T15:30:00,22,FC Bayern München,3,0,Hamburger SV,2016
2017-02-25T15:30:00,22,SV Darmstadt 98,0,0,FC Augsburg,2016
2017-02-25T15:30:00,22,SC Freiburg,0,1,BV Borussia Dortmund 09,2016
2017-02-25T15:30:00,22,Bayer Leverkusen,0,2,1. FSV Mainz 05,2016
2017-02-25T15:30:00,22,RB Leipzig,2,0,1. FC Köln,2016
2017-02-25T18:30:00,22,Hertha BSC,0,0,Eintracht Frankfurt,2016
2017-02-26T15:30:00,22,FC Ingolstadt 04,0,0,Borussia Mönchengladbach,2016
2017-02-26T17:30:00,22,FC Schalke 04,1,0,TSG 1899 Hoffenheim,2016
2017-03-03T20:30:00,23,FC Augsburg,1,1,RB Leipzig,2016
2017-03-04T15:30:00,23,BV Borussia Dortmund 09,2,0,Bayer Leverkusen,2016
2017-03-04T15:30:00,23,1. FSV Mainz 05,1,1,VfL Wolfsburg,2016
2017-03-04T15:30:00,23,TSG 1899 Hoffenheim,1,1,FC Ingolstadt 04,2016
2017-03-04T15:30:00,23,Werder Bremen,0,0,SV Darmstadt 98,2016
2017-03-04T15:30:00,23,1. FC Köln,0,1,FC Bayern München,2016
2017-03-04T18:30:00,23,Borussia Mönchengladbach,1,1,FC Schalke 04,2016
2017-03-05T15:30:00,23,Eintracht Frankfurt,1,1,SC Freiburg,2016
2017-03-05T17:30:00,23,Hamburger SV,0,0,Hertha BSC,2016
2017-03-10T20:30:00,24,Bayer Leverkusen,1,0,Werder Bremen,2016
2017-03-11T15:30:00,24,Hertha BSC,1,0,BV Borussia Dortmund 09,2016
2017-03-11T15:30:00,24,SV Darmstadt 98,2,1,1. FSV Mainz 05,2016
2017-03-11T15:30:00,24,RB Leipzig,0,1,VfL Wolfsburg,2016
2017-03-11T15:30:00,24,SC Freiburg,0,0,TSG 1899 Hoffenheim,2016
2017-03-11T15:30:00,24,FC Bayern München,2,0,Eintracht Frankfurt,2016
2017-03-11T18:30:00,24,FC Ingolstadt 04,1,1,1. FC Köln,2016
2017-03-12T15:30:00,24,FC Schalke 04,3,0,FC Augsburg,2016
2017-03-12T17:30:00,24,Hamburger SV,1,1,Borussia Mönchengladbach,2016
2017-03-17T20:30:00,25,BV Borussia Dortmund 09,1,0,FC Ingolstadt 04,2016
2017-03-18T15:30:00,25,TSG 1899 Hoffenheim,0,0,Bayer Leverkusen,2016
2017-03-18T15:30:00,25,1. FC Köln,3,0,Hertha BSC,2016
2017-03-18T15:30:00,25,VfL Wolfsburg,1,0,SV Darmstadt 98,2016
2017-03-18T15:30:00,25,FC Augsburg,1,1,SC Freiburg,2016
2017-03-18T15:30:00,25,Werder Bremen,1,0,RB Leipzig,2016
2017-03-18T18:30:00,25,Eintracht Frankfurt,0,0,Hamburger SV,2016
2017-03-19T15:30:00,25,1. FSV Mainz 05,0,0,FC Schalke 04,2016
2017-03-19T17:30:00,25,Borussia Mönchengladbach,0,0,FC Bayern München,2016
2017-03-31T20:30:00,26,Hertha BSC,1,1,TSG 1899 Hoffenheim,2016
2017-04-01T15:30:00,26,FC Schalke 04,0,0,BV Borussia Dortmund 09,2016
2017-04-01T15:30:00,26,Hamburger SV,1,1,1. FC Köln,2016
2017-04-01T15:30:00,26,FC Bayern München,2,0,FC Augsburg,2016
2017-04-01T15:30:00,26,SC Freiburg,0,1,Werder Bremen,2016
2017-04-01T15:30:00,26,RB Leipzig,1,0,SV Darmstadt 98,2016
2017-04-01T18:30:00,26,Eintracht Frankfurt,0,0,Borussia Mönchengladbach,2016
2017-04-02T15:30:00,26,FC Ingolstadt 04,1,0,1. FSV Mainz 05,2016
2017-04-02T17:30:00,26,Bayer Leverkusen,1,0,VfL Wolfsburg,2016
2017-04-04T20:00:00,27,TSG 1899 Hoffenheim,1,0,FC Bayern München,2016
2017-04-04T20:00:00,27,Werder Bremen,1,0,FC Schalke 04,2016
2017-04-04T20:00:00,27,BV Borussia Dortmund 09,1,0,Hamburger SV,2016
2017-04-04T20:00:00,27,1. FC Köln,0,0,Eintracht Frankfurt,2016
2017-04-05T20:00:00,27,VfL Wolfsburg,0,0,SC Freiburg,2016
2017-04-05T20:00:00,27,1. FSV Mainz 05,0,0,RB Leipzig,2016
2017-04-05T20:00:00,27,SV Darmstadt 98,0,1,Bayer Leverkusen,2016
2017-04-05T20:00:00,27,Borussia Mönchengladbach,1,0,Hertha BSC,2016
2017-04-05T20:00:00,27,FC Augsburg,0,2,FC Ingolstadt 04,2016
2017-04-07T20:30:00,28,Eintracht Frankfurt,0,2,Werder Bremen,2016
2017-04-08T15:30:00,28,Hamburger SV,1,1,TSG 1899 Hoffenheim,2016
2017-04-08T15:30:00,28,RB Leipzig,0,0,Bayer Leverkusen,2016
2017-04-08T15:30:00,28,1. FC Köln,1,1,Borussia Mönchengladbach,2016
2017-04-08T15:30:00,28,SC Freiburg,0,0,1. FSV Mainz 05,2016
2017-04-08T15:30:00,28,FC Schalke 04,2,0,VfL Wolfsburg,2016
2017-04-08T18:30:00,28,FC Bayern München,2,1,BV Borussia Dortmund 09,2016
2017-04-09T15:30:00,28,Hertha BSC,2,0,FC Augsburg,2016
2017-04-09T17:30:00,28,FC Ingolstadt 04,1,2,SV Darmstadt 98,2016
2017-04-15T15:30:00,29,VfL Wolfsburg,1,0,FC Ingolstadt 04,2016
2017-04-15T15:30:00,29,BV Borussia Dortmund 09,2,1,Eintracht Frankfurt,2016
2017-04-15T15:30:00,29,RB Leipzig,2,0,SC Freiburg,2016
2017-04-15T15:30:00,29,TSG 1899 Hoffenheim,2,2,Borussia Mönchengladbach,2016
2017-04-15T15:30:00,29,1. FSV Mainz 05,1,0,Hertha BSC,2016
2017-04-15T15:30:00,29,FC Augsburg,2,0,1. FC Köln,2016
2017-04-15T18:30:00,29,Bayer Leverkusen,0,0,FC Bayern München,2016
2017-04-16T15:30:00,29,Werder Bremen,1,1,Hamburger SV,2016
2017-04-16T17:30:00,29,SV Darmstadt 98,1,0,FC Schalke 04,2016
2017-04-21T20:30:00,30,1. FC Köln,0,0,TSG 1899 Hoffenheim,2016
2017-04-22T15:30:00,30,Eintracht Frankfurt,0,1,FC Augsburg,2016
2017-04-22T15:30:00,30,FC Ingolstadt 04,1,1,Werder Bremen,2016
2017-04-22T15:30:00,30,Hamburger SV,0,0,SV Darmstadt 98,2016
2017-04-22T15:30:00,30,FC Bayern München,1,2,1. FSV Mainz 05,2016
2017-04-22T15:30:00,30,Hertha BSC,0,0,VfL Wolfsburg,2016
2017-04-22T18:30:00,30,Borussia Mönchengladbach,1,1,BV Borussia Dortmund 09,2016
2017-04-23T15:30:00,30,SC Freiburg,1,0,Bayer Leverkusen,2016
2017-04-23T17:30:00,30,FC Schalke 04,0,1,RB Leipzig,2016
2017-04-28T20:30:00,31,Bayer Leverkusen,0,3,FC Schalke 04,2016
2017-04-29T15:30:00,31,Werder Bremen,2,0,Hertha BSC,2016
2017-04-29T15:30:00,31,BV Borussia Dortmund 09,0,0,1. FC Köln,2016
2017-04-29T15:30:00,31,RB Leipzig,0,0,FC Ingolstadt 04,2016
2017-04-29T15:30:00,31,SV Darmstadt 98,2,0,SC Freiburg,2016
2017-04-29T15:30:00,31,1. FSV Mainz 05,0,1,Borussia Mönchengladbach,2016
2017-04-29T18:30:00,31,VfL Wolfsburg,0,3,FC Bayern München,2016
2017-04-30T15:30:00,31,FC Augsburg,2,0,Hamburger SV,2016
2017-04-30T17:30:00,31,TSG 1899 Hoffenheim,0,0,Eintracht Frankfurt,2016
2017-05-05T20:30:00,32,1. FC Köln,3,2,Werder Bremen,2016
2017-05-06T15:30:00,32,Eintracht Frankfurt,0,0,VfL Wolfsburg,2016
2017-05-06T15:30:00,32,Borussia Mönchengladbach,0,0,FC Augsburg,2016
2017-05-06T15:30:00,32,FC Bayern München,1,0,SV Darmstadt 98,2016
2017-05-06T15:30:00,32,BV Borussia Dortmund 09,1,0,TSG 1899 Hoffenheim,2016
2017-05-06T15:30:00,32,FC Ingolstadt 04,0,0,Bayer Leverkusen,2016
2017-05-06T18:30:00,32,Hertha BSC,0,1,RB Leipzig,2016
2017-05-07T15:30:00,32,Hamburger SV,0,0,1. FSV Mainz 05,2016
2017-05-07T17:30:00,32,SC Freiburg,2,0,FC Schalke 04,2016
2017-05-13T15:30:00,33,FC Augsburg,1,1,BV Borussia Dortmund 09,2016
2017-05-13T15:30:00,33,VfL Wolfsburg,0,1,Borussia Mönchengladbach,2016
2017-05-13T15:30:00,33,SV Darmstadt 98,0,2,Hertha BSC,2016
2017-05-13T15:30:00,33,Bayer Leverkusen,0,1,1. FC Köln,2016
2017-05-13T15:30:00,33,FC Schalke 04,1,0,Hamburger SV,2016
2017-05-13T15:30:00,33,SC Freiburg,1,1,FC Ingolstadt 04,2016
2017-05-13T15:30:00,33,Werder Bremen,0,3,TSG 1899 Hoffenheim,2016
2017-05-13T15:30:00,33,RB Leipzig,2,1,FC Bayern München,2016
2017-05-13T15:30:00,33,1. FSV Mainz 05,0,1,Eintracht Frankfurt,2016
2017-05-20T15:30:00,34,Hertha BSC,0,3,Bayer Leverkusen,2016
2017-05-20T15:30:00,34,Eintracht Frankfurt,0,1,RB Leipzig,2016
2017-05-20T15:30:00,34,FC Ingolstadt 04,1,1,FC Schalke 04,2016
2017-05-20T15:30:00,34,1. FC Köln,1,0,1. FSV Mainz 05,2016
2017-05-20T15:30:00,34,Hamburger SV,1,1,VfL Wolfsburg,2016
2017-05-20T15:30:00,34,TSG 1899 Hoffenheim,0,0,FC Augsburg,2016
2017-05-20T15:30:00,34,BV Borussia Dortmund 09,2,1,Werder Bremen,2016
2017-05-20T15:30:00,34,Borussia Mönchengladbach,0,0,SV Darmstadt 98,2016
2017-05-20T15:30:00,34,FC Bayern München,1,0,SC Freiburg,2016
2017-08-18T20:30:00,1,FC Bayern München,2,0,Bayer Leverkusen,2017
2017-08-19T15:30:00,1,TSG 1899 Hoffenheim,0,0,Werder Bremen,2017
2017-08-19T15:30:00,1,Hertha BSC,0,0,VfB Stuttgart,2017
2017-08-19T15:30:00,1,Hamburger SV,1,0,FC Augsburg,2017
2017-08-19T15:30:00,1,1. FSV Mainz 05,0,0,Hannover 96,2017
2017-08-19T15:30:00,1,VfL Wolfsburg,0,2,BV Borussia Dortmund 09,2017
2017-08-19T18:30:00,1,FC Schalke 04,1,0,RB Leipzig,2017
2017-08-20T15:30:00,1,SC Freiburg,0,0,Eintracht Frankfurt,2017
2017-08-20T18:00:00,1,Borussia Mönchengladbach,0,0,1. FC Köln,2017
2017-08-25T20:30:00,2,1. FC Köln,0,2,Hamburger SV,2017
2017-08-26T15:30:00,2,Werder Bremen,0,0,FC Bayern München,2017
2017-08-26T15:30:00,2,Eintracht Frankfurt,0,1,VfL Wolfsburg,2017
2017-08-26T15:30:00,2,Bayer Leverkusen,1,0,TSG 1899 Hoffenheim,2017
2017-08-26T15:30:00,2,FC Augsburg,1,2,Borussia Mönchengladbach,2017
2017-08-26T15:30:00,2,VfB Stuttgart,0,0,1. FSV Mainz 05,2017
2017-08-26T18:30:00,2,BV Borussia Dortmund 09,1,0,Hertha BSC,2017
2017-08-27T15:30:00,2,RB Leipzig,0,1,SC Freiburg,2017
2017-08-27T18:00:00,2,Hannover 96,0,0,FC Schalke 04,2017
2017-09-08T20:30:00,3,Hamburger SV,0,0,RB Leipzig,2017
2017-09-09T15:30:00,3,SC Freiburg,0,0,BV Borussia Dortmund 09,2017
2017-09-09T15:30:00,3,Borussia Mönchengladbach,0,1,Eintracht Frankfurt,2017
2017-09-09T15:30:00,3,FC Augsburg,2,0,1. FC Köln,2017
2017-09-09T15:30:00,3,1. FSV Mainz 05,1,1,Bayer Leverkusen,2017
2017-09-09T15:30:00,3,VfL Wolfsburg,0,0,Hannover 96,2017
2017-09-09T18:30:00,3,TSG 1899 Hoffenheim,1,0,FC Bayern München,2017
2017-09-10T15:30:00,3,Hertha BSC,1,0,Werder Bremen,2017
2017-09-10T18:00:00,3,FC Schalke 04,1,1,VfB Stuttgart,2017
2017-09-15T20:30:00,4,Hannover 96,0,0,Hamburger SV,2017
2017-09-16T15:30:00,4,FC Bayern München,2,0,1. FSV Mainz 05,2017
2017-09-16T15:30:00,4,Werder Bremen,1,1,FC Schalke 04,2017
2017-09-16T15:30:00,4,Eintracht Frankfurt,0,1,FC Augsburg,2017
2017-09-16T15:30:00,4,VfB Stuttgart,1,0,VfL Wolfsburg,2017
